dataset,img_path,l_mean,l_std,a_mean,a_std,b_mean,b_std,labelCluster
lizard,/home/michael/data/ProcessedHistology/Lizard/inputs/original/glas_56_0_0_775_522.tif,137.0551081448523,43.10817977556033,48.09807440365839,13.18323606002573,223.0066469,21.58224110123172,5
lizard,/home/michael/data/ProcessedHistology/Lizard/inputs/original/crag_41_0_0_1511_1516.tif,199.52028396857523,34.804677817545794,15.377103090965289,15.812695627427708,223.52732861391132,63.440436529822186,4
lizard,/home/michael/data/ProcessedHistology/Lizard/inputs/original/crag_34_0_0_1512_1516.tif,227.2488473914925,31.991006974539225,7.914513269394535,20.483760269294645,135.50329597171617,122.64088171702755,2
lizard,/home/michael/data/ProcessedHistology/Lizard/inputs/original/glas_9_0_0_775_522.tif,161.80467432950192,38.764425235656525,39.09759239,15.93612202066215,208.28013348164623,61.05190043814049,2
lizard,/home/michael/data/ProcessedHistology/Lizard/inputs/original/crag_4_0_0_1509_1516.tif,191.22460181741565,39.996551546921886,20.252921783284464,16.726625029443895,218.14933792145985,65.46647080998595,2
lizard,/home/michael/data/ProcessedHistology/Lizard/inputs/original/pannuke_2_0_0_500_500.tif,178.362904,45.72892201535899,24.140392,19.043236334361232,224.626832,43.03820946140506,4
lizard,/home/michael/data/ProcessedHistology/Lizard/inputs/original/glas_48_0_0_775_522.tif,161.32822889630452,36.34238831,25.137214188604624,9.455728958450692,222.93717958225187,39.58790595,4
lizard,/home/michael/data/ProcessedHistology/Lizard/inputs/original/crag_46_0_0_1505_1516.tif,198.65753337599384,29.94622391,18.494739171977315,9.832057580149852,238.38347855433517,27.759487350748408,4
lizard,/home/michael/data/ProcessedHistology/Lizard/inputs/original/dpath_54_0_0_1047_794.tif,132.58431310280784,42.70042574446295,32.39649688807412,8.510885596564592,229.52983455188027,12.630423881165376,5
lizard,/home/michael/data/ProcessedHistology/Lizard/inputs/original/dpath_34_0_0_1196_640.tif,139.28485968854514,48.20102543,20.63525945861204,7.459905911210063,233.3427793164716,14.092950476180004,0
