dataset,img_path,l_mean,l_std,a_mean,a_std,b_mean,b_std,labelCluster
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/458_1_12292_6146_13316_7170.tif,161.48225593566897,46.76676234310673,27.568199157714844,11.305056359836572,241.81269454956052,17.76595954842553,2
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/582_0_43061_57415_44085_58439.tif,188.38045406341556,50.32807568067231,24.085856437683105,22.88158700466068,173.78870964050293,114.93976584468128,5
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/454_1_30730_3073_31754_4097.tif,160.14340209960938,55.97506983969537,16.67805290222168,15.486339430380276,214.72241115570068,75.94855638166918,3
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/533_1_35851_3073_36875_4097.tif,170.3468837738037,35.47129803990475,28.60186481,18.825027185993928,235.9954080581665,52.70300044045138,0
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/380_0_14340_30729_15364_31753.tif,186.6165714263916,14.384262053630858,27.278461456298828,6.438729370378756,70.34943771362305,112.70093148627824,3
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/115_1_6144_16384_7168_17408.tif,176.1918306350708,33.47381226,19.625896453857425,8.466966175528853,242.7580804824829,38.358202722156655,4
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/076_1_23559_15365_24583_16389.tif,221.5047645568848,29.394452998304043,12.341373443603516,21.827839118710088,170.52902507781982,116.11123292544244,5
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/167_0_34859_18455_35883_19479.tif,159.3491621017456,34.49577384058378,34.178688049316406,9.058286520163364,239.00354766845703,46.40567033504745,1
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/168_0_16389_5122_17413_6146.tif,152.19449043273926,31.40534095792441,35.944376945495605,6.983611731098166,246.20486640930176,26.798383949571647,1
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/655_1_17413_8195_18437_9219.tif,170.3488311767578,36.50908362254285,22.576903343200684,7.973762556791107,244.85578632354736,32.33945418355605,2
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/085_0_22549_49199_23573_50223.tif,184.4341945648193,35.31095881913097,25.97294330596924,11.011348132168472,239.40917205810547,41.71931866943954,4
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/191_1_5122_6146_6146_7170.tif,171.40237712860107,70.22546004823178,16.99435329437256,22.471671169278142,161.04226970672607,116.52709761005995,3
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/360_1_38924_9219_39948_10243.tif,221.95067405700684,23.89088460285607,20.32090759277344,57.10936339312152,130.10637378692627,125.39344058654908,5
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/651_0_86123_67668_87147_68692.tif,133.31661224365234,47.82752606278791,27.735300064086918,13.61500646234457,236.5159702301025,43.75327797258067,1
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/382_1_24584_2049_25608_3073.tif,181.16299152374268,31.291726845930253,22.577832221984863,7.156721599572687,230.0961761474609,69.57024718671732,0
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/614_0_6152_24607_7176_25631.tif,177.1228094100952,49.50612704781744,16.741047859191895,10.557634010008847,236.2133731842041,41.18252216539416,0
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/041_1_3073_4097_4097_5121.tif,158.81937503814697,67.56562767456013,18.992351531982425,25.455542624091667,203.3885784,92.48242190681512,3
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/128_0_22534_20486_23558_21510.tif,137.56793117523193,28.08854674962849,35.00309085845947,10.249867646945804,224.87355422973636,62.289876818399634,1
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/240_0_36910_55365_37934_56389.tif,181.51640033721924,34.411559842384655,25.79820442199707,10.737806833134693,241.1784038543701,31.83804836259192,4
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/398_1_13312_38912_14336_39936.tif,170.83478260040283,54.92713433115399,39.32577037811279,31.33981139469681,50.00328731536865,87.74875075746313,3
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/405_1_30720_10240_31744_11264.tif,170.54515838623047,57.05810466154381,25.057910919189453,26.04760359318594,190.0017671585083,108.08567580830962,3
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/340_1_43022_17414_44046_18438.tif,193.06909370422363,42.76763552438948,20.33712482452393,41.34033789982217,214.5609884262085,84.96344834948911,5
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/130_0_59466_49213_60490_50237.tif,144.3958683013916,38.450495213218126,39.86443519592285,12.145906552476967,216.2871217727661,82.73518411550846,3
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/611_0_98398_71748_99422_72772.tif,104.54174709320068,54.42057322108934,35.26816272735596,15.333183568823303,180.22768020629883,100.86405583697034,3
ocelot,/home/michael/data/ProcessedHistology/Ocelot/inputs/original/404_0_151646_36887_152670_37911.tif,129.64828777313232,40.00228747247648,29.41612243652344,7.950432330230399,238.2030143737793,16.197699529239554,1
