dataset,img_path,labelCluster
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO006-f9d6fb1b-988e-4d28-9272-cc672f_0_11305_48894_12210_49615.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO006-f9d6fb1b-988e-4d28-9272-cc672f_0_17031_42830_18376_43654.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO006-f9d6fb1b-988e-4d28-9272-cc672f_0_8177_46432_9371_47188.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO007-b38d5a02-1544-4455-b2c4-ec80eb_0_14456_13125_15386_13636.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO007-b38d5a02-1544-4455-b2c4-ec80eb_0_22598_11735_23751_12397.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO007-b38d5a02-1544-4455-b2c4-ec80eb_0_16473_12004_17531_12589.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO010-5372f666-9c8d-42c2-aea3-c3cb86_0_16992_39589_18235_40596.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO010-5372f666-9c8d-42c2-aea3-c3cb86_0_16855_32109_18241_33033.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO010-5372f666-9c8d-42c2-aea3-c3cb86_0_20147_26436_21308_27307.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO013-7fa5c56a-2345-4a8c-b60b-36bddc_0_6399_24380_7637_25084.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO013-7fa5c56a-2345-4a8c-b60b-36bddc_0_5772_29920_6926_30877.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO013-7fa5c56a-2345-4a8c-b60b-36bddc_0_12456_27543_13952_28615.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO014-a8b2aca2-6450-46b4-be95-f4ead8_0_6360_22986_7183_23487.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO014-a8b2aca2-6450-46b4-be95-f4ead8_0_14008_23559_14920_24621.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO014-a8b2aca2-6450-46b4-be95-f4ead8_0_13763_21780_14614_22368.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO015-6e20c8e9-ab75-4996-9296-445b00_0_16258_22066_17549_22787.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO015-6e20c8e9-ab75-4996-9296-445b00_0_33943_25837_34635_26829.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO015-6e20c8e9-ab75-4996-9296-445b00_0_30396_18664_31766_19581.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO017-7b288322-51a3-468e-b30c-4deacd_0_18624_5743_19722_6770.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO017-7b288322-51a3-468e-b30c-4deacd_0_14377_6804_15152_7331.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO017-7b288322-51a3-468e-b30c-4deacd_0_21956_3130_22881_3747.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO019-573048dd-2502-40e0-8e8c-c41bb8_0_23933_18728_25416_19806.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO019-573048dd-2502-40e0-8e8c-c41bb8_0_26958_8319_28536_9297.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO019-573048dd-2502-40e0-8e8c-c41bb8_0_20046_44487_21054_45581.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO022-7a0266b4-b07c-41dc-8ddd-350e1b_0_32920_51661_33902_52229.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO022-7a0266b4-b07c-41dc-8ddd-350e1b_0_30370_21317_31636_22271.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/01CO022-7a0266b4-b07c-41dc-8ddd-350e1b_0_26581_29679_28041_30955.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO002-7e32b2a3-29af-49f3-90d3-d56590_0_26133_28549_27301_29314.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO002-7e32b2a3-29af-49f3-90d3-d56590_0_27591_25501_28516_26160.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO002-7e32b2a3-29af-49f3-90d3-d56590_0_13079_11763_13901_12476.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO002-7e32b2a3-29af-49f3-90d3-d56590_0_14224_14429_15618_15326.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO004-1fb8f92a-d046-4dab-b701-115b55_0_29956_11673_30741_12594.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO004-1fb8f92a-d046-4dab-b701-115b55_0_31592_11351_32382_12994.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO004-1fb8f92a-d046-4dab-b701-115b55_0_23455_19296_24719_20253.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO006-37219a7c-6fe2-4684-a494-d0be08_0_21946_14239_23112_15224.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO006-37219a7c-6fe2-4684-a494-d0be08_0_26537_15180_27503_16196.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO006-37219a7c-6fe2-4684-a494-d0be08_0_24798_13079_25655_13810.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO007-9899e1ad-62e1-4cc2-91fc-49b85c_0_17328_6470_18089_7362.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO007-9899e1ad-62e1-4cc2-91fc-49b85c_0_21392_5438_22305_6184.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO007-9899e1ad-62e1-4cc2-91fc-49b85c_0_20484_9775_21204_10220.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO007-9899e1ad-62e1-4cc2-91fc-49b85c_0_14834_9850_16043_10531.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO011-8495cc54-eb88-40ab-b03f-363edf_0_15458_31683_16134_32357.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO011-8495cc54-eb88-40ab-b03f-363edf_0_25749_17633_27238_18646.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO011-8495cc54-eb88-40ab-b03f-363edf_0_13394_32399_14246_33108.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO012-202cebe5-b8f1-43c2-90d2-b3d9cb_0_14195_14308_15227_14937.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO012-202cebe5-b8f1-43c2-90d2-b3d9cb_0_34289_7921_34888_8358.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO012-202cebe5-b8f1-43c2-90d2-b3d9cb_0_15676_12872_17215_13446.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO014-9bba0a92-9eb5-42ba-8c0f-865141_0_20094_19621_20832_20146.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO014-9bba0a92-9eb5-42ba-8c0f-865141_0_23111_18936_24156_19623.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO014-9bba0a92-9eb5-42ba-8c0f-865141_0_18715_20522_19769_21065.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO016-4c401ce8-9c4d-4665-bff2-22540d_0_18335_7243_19154_7885.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO016-4c401ce8-9c4d-4665-bff2-22540d_0_12568_5504_13163_6629.png,2
cptac,/home/michael/data/ProcessedHistology/CPTAC-COAD/regions/05CO016-4c401ce8-9c4d-4665-bff2-22540d_0_20804_7500_21567_8143.png,2
