dataset,img_path,labelCluster
austin,/home/michael/data/ProcessedHistology/Austin/regions/1514_0_81589_14068_84459_16508.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1514_0_104121_58505_108280_63226.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1514_0_97310_57268_101469_61585.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1514_0_105269_26312_106739_27321.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1514_0_77692_12576_79513_13896.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1514_0_103003_33254_103893_33885.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1514_0_102186_36015_103120_36663.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1514_0_103333_37487_104182_38116.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1515_0_64749_38845_66680_40120.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1515_0_73863_34657_74736_35306.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1515_0_90997_44207_92501_45171.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1515_0_77847_38502_78748_39138.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1515_0_87218_41124_90968_43691.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1515_0_76217_36181_77137_36845.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1515_0_81269_46136_84639_48136.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1516_0_34138_40684_35504_41527.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1516_0_35653_39777_37229_40802.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1516_0_38699_37751_40677_39194.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1517_0_30390_47213_32337_48364.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1517_0_50003_66093_51979_67361.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1517_0_46619_68003_50529_69693.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1517_0_28639_39538_30653_40966.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1517_0_50578_60138_52626_61417.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1517_0_43394_58495_46104_61025.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1517_0_31193_41232_33473_42554.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1517_0_32082_48516_34080_50632.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1518_0_83833_43425_85742_44743.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1518_0_58896_42065_59771_42736.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1518_0_59117_38447_60046_39115.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1518_0_59912_41261_60766_41912.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1518_0_70938_41249_72999_42650.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1518_0_60134_40375_60994_41046.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1518_0_62663_41587_64993_42977.png,1
austin,/home/michael/data/ProcessedHistology/Austin/regions/1518_0_58722_42831_60892_44110.png,1
